Seller Name,RapNet Account ID,Name Code,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,Fluorescence Intensity,Lab,Certificate Number,Stock Number,Price Per Carat,Price Percentage,Total Price,Cash Price Per Carat,Cash Price Percentage,Total Cash Price,State,Country,Certificate URL,Image URL,Diamond ID
Millenium Star Bvba,81197,MILL,Round,0.340,H,VVS2,Excellent,Excellent,Excellent,None,GIA,1156959017,,1540.0000,-0.3000,523.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/3/12/1156959017.pdf,,65618021
Millenium Star Bvba,81197,MILL,Round,0.400,E,VVS1,Excellent,Excellent,Very Good,None,GIA,2206309372,,2550.0000,-0.2500,1020.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/6/29/2206309372.pdf,,65618031
Millenium Star Bvba,81197,MILL,Round,0.400,E,SI1,Excellent,Very Good,Very Good,None,GIA,2186215243,,1680.0000,-0.3000,672.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/9/17/2186215243.pdf,,65618041
Millenium Star Bvba,81197,MILL,Round,0.400,F,VVS2,Very Good,Very Good,Very Good,None,GIA,2196026281,,2100.0000,-0.3000,840.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/1/7/2196026281.pdf,,65618046
N. Shah & CO BVBA,68402,N. Shah,Round,0.500,M,VS1,Excellent,Excellent,Excellent,Strong,HRD,10024549033,10024549033,1296.0000,-0.2800,648.0000,,,,,Belgium,,,28812476
SUPERGEMS NV,21343,Supergem,Round,0.910,D,SI2,Excellent,Excellent,Excellent,None,HRD,13/001/765/011,170003250,,,,3132.0000,-0.4600,2850.1200,,Belgium,http://www.supergemsgroup.com/certificates/170003250.jpg,http://www.supergemsgroup.com/diamondphoto/170003250-P.jpg,44329735
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,3.040,H,VVS1,Very Good,Excellent,Very Good,Slight,HRD,13016602046,546126,11985.0000,-0.5300,36434.4000,,,,,Belgium,,,53369757
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,3.540,K,VS1,Excellent,Excellent,Excellent,None,GIA,2151851518,552388,8176.0000,-0.2700,28943.0400,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/1/10/2151851518.pdf,,53369784
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,4.030,H,IF,Excellent,Very Good,Very Good,Slight,HRD,10014107031,5041550,14000.0000,-0.6000,56420.0000,,,,,Belgium,,,53369792
SUPERGEMS NV,21343,Supergem,Round,1.010,D,VVS2,Excellent,Excellent,Excellent,None,GIA,6167572912,110001044,,,,10360.0000,-0.3000,10463.6000,,Belgium,http://www.supergemsgroup.com/certificates/110001044.jpg,,57981804
SUPERGEMS NV,21343,Supergem,Round,1.820,D,VS2,Excellent,Excellent,Excellent,Medium,GIA,2186649084,100088737,,,,10150.0000,-0.3000,18473.0000,,Belgium,http://www.supergemsgroup.com/certificates/100088737.jpg,http://www.supergemsgroup.com/diamondphoto/100088737-P.jpg,57981838
GEM IMPEX BVBA,31573,GEMIMPEX,Round,1.510,H,IF,Excellent,Excellent,Excellent,None,GIA,1166667300,,7780.0000,-0.3510,11747.8000,,,,,Belgium,http://certs.rapnet.com/userfolders/31573/Certs/1166667300-H 1.51 IF.pdf,,56979686
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,D,VS2,Very Good,Excellent,Very Good,None,HRD,14032507002,38062,3876.0000,-0.3200,2713.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/10/3/14032507002.pdf,,57108766
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.710,L,VS2,Excellent,Excellent,Excellent,None,HRD,14031951013,43648,1518.0000,-0.3400,1077.7800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/10/7/14031951013.pdf,,57108767
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.710,M,VS1,Excellent,Excellent,Very Good,Strong,HRD,14031951016,43645,1386.0000,-0.3700,984.0600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/10/7/14031951016.pdf,,57108768
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.510,H,IF,Excellent,Excellent,Excellent,None,HRD,15017240001,357600,6720.0000,-0.4400,10147.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/6/22/15017240001.pdf,,64241213
SUPERGEMS NV,21343,Supergem,Round,0.700,E,SI2,Excellent,Excellent,Excellent,None,HRD,14019809002,160000963,,,,2184.0000,-0.4400,1528.8000,,Belgium,http://www.supergemsgroup.com/certificates/160000963.jpg,http://www.supergemsgroup.com/diamondphoto/160000963-P.jpg,55471056
N. Shah & CO BVBA,68402,N. Shah,Round,0.410,I,VVS2,Very Good,Very Good,Very Good,None,HRD,14022995022,14022995022,1512.0000,-0.2800,619.9200,,,,,Belgium,,,55996499
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,E,SI2,Excellent,Excellent,Excellent,Very Slight,IGI,196504644,152314,1140.0000,-0.4000,353.4000,,,,,Belgium,,,69338357
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,I,VS2,Excellent,Excellent,Excellent,None,IGI,196504640,145511,2368.0000,-0.3600,1657.6000,,,,,Belgium,,,69338385
GEM IMPEX BVBA,31573,GEMIMPEX,Round,0.700,D,VS2,Excellent,Excellent,Very Good,None,GIA,7208424665,,3870.0000,-0.3210,2709.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/7/13/7208424665.pdf,,69338395
Millenium Star Bvba,81197,MILL,Round,0.410,E,SI1,Excellent,Very Good,Excellent,None,GIA,1189353175,,1680.0000,-0.3000,688.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2014/11/4/1189353175.pdf,,67827502
Millenium Star Bvba,81197,MILL,Round,0.580,F,VS2,Excellent,Excellent,Excellent,None,GIA,1199442469,,2850.0000,-0.2500,1653.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/2/25/1199442469.pdf,,67827552
Millenium Star Bvba,81197,MILL,Round,0.600,I,SI2,Very Good,Excellent,Excellent,None,GIA,2186254159,,1725.0000,-0.2500,1035.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/10/6/2186254159.pdf,,67827562
Millenium Star Bvba,81197,MILL,Round,0.700,G,SI1,Very Good,Excellent,Good,None,GIA,2186550402,,2940.0000,-0.3000,2058.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/11/12/2186550402.pdf,,67827588
Millenium Star Bvba,81197,MILL,Round,0.720,H,VVS2,Excellent,Excellent,Excellent,None,GIA,5213018851,,3360.0000,-0.3000,2419.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/10/28/5213018851.pdf,,67827597
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.310,J,VVS1,Excellent,Excellent,Excellent,None,GIA,2175056000,75010,4650.0000,-0.2500,6091.5000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/3/7/2175056000.pdf,,61668403
SUPERGEMS NV,21343,Supergem,Round,3.400,F,SI2,Excellent,Excellent,Excellent,Slight,HRD,14019767003,100081312,,,,8760.0000,-0.4000,29784.0000,,Belgium,http://www.supergemsgroup.com/certificates/100081312.jpg,http://www.supergemsgroup.com/diamondphoto/100081312-P.jpg,55471199
SUPERGEMS NV,21343,Supergem,Pear,1.240,E,SI3,Good,Very Good,Very Good,Faint,NONE,,170005663,,,,2752.0000,-0.3600,3412.4800,,Belgium,,http://www.supergemsgroup.com/diamondphoto/170005663-P.jpg,55471213
GEM IMPEX BVBA,31573,GEMIMPEX,Round,1.000,D,VS1,Very Good,Excellent,Very Good,None,GIA,6192613027,,7010.0000,-0.4200,7010.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/3/12/6192613027.pdf,,62378089
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,H,VVS1,Excellent,Excellent,Excellent,None,IGI,151582796,88624,1587.0000,-0.3100,491.9700,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/3/19/151582796.pdf,,62058393
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.530,H,VVS2,Excellent,Excellent,Excellent,None,IGI,151582805,88383,2432.0000,-0.3600,1288.9600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/3/18/151582805.pdf,,62058407
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.710,I,VVS2,Excellent,Excellent,Excellent,None,IGI,151582606,88281,2583.0000,-0.3700,1833.9300,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/3/18/151582606.pdf,,62058414
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.010,D,SI2,Very Good,Excellent,Very Good,None,HRD,13022274007,556713,3588.0000,-0.4800,3623.8800,,,,,Belgium,,,62058420
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.010,D,SI2,Very Good,Excellent,Excellent,None,HRD,13033646006,565000,3588.0000,-0.4800,3623.8800,,,,,Belgium,,,62058421
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.010,E,SI2,Very Good,Excellent,Excellent,None,HRD,13037939012,565412,3630.0000,-0.4500,3666.3000,,,,,Belgium,,,62058422
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.520,I,VS1,Very Good,Excellent,Very Good,Very Slight,IGI,154506857,74988,4428.0000,-0.4600,6730.5600,,,,,Belgium,,,62058440
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.720,I,VVS2,Excellent,Excellent,Excellent,Slight,IGI,162565704,106734,2583.0000,-0.3700,1859.7600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/6/12/162565704.pdf,,64047276
SUPERGEMS NV,21343,Supergem,Round,0.600,E,VS1,Excellent,Excellent,Excellent,Faint,GIA,6201081161,100099170,,,,3080.0000,-0.3000,1848.0000,,Belgium,http://www.supergemsgroup.com/certificates/100099170.jpg,http://www.supergemsgroup.com/diamondphoto/100099170-P.jpg,70347655
Rosediam Bvba,74519,ROSEDIAM,Round,1.010,G,VVS1,Excellent,Excellent,Excellent,None,GIA,2224193950,R51210,,,,7665.0000,-0.2700,7741.6500,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/30/2224193950.pdf,,70784172
Rosediam Bvba,74519,ROSEDIAM,Round,1.560,H,VVS2,Excellent,Excellent,Excellent,None,GIA,2224168150,R51127,,,,7622.0000,-0.2600,11890.3200,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/3/23/2224168150.pdf,,70784179
IDRP,53618,IDRP,Round,0.400,F,SI2,Excellent,Very Good,Excellent,None,HRD,14019934090,285/264,1155.0000,-0.4500,462.0000,,,,,Belgium,,,66318631
IDRP,53618,IDRP,Round,0.500,D,VVS2,Excellent,Excellent,Excellent,Faint,GIA,7201430888,18-60-261,3180.0000,-0.4000,1590.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/7/11/7201430888.pdf,,66318677
IDRP,53618,IDRP,Round,0.500,D,VS2,Excellent,Excellent,Very Good,None,GIA,7201591603,18-60-386,2640.0000,-0.4000,1320.0000,,,,,Belgium,,,66318696
IDRP,53618,IDRP,Round,0.500,D,VS2,Excellent,Excellent,Very Good,None,GIA,7208601758,18-60-393,2640.0000,-0.4000,1320.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/8/7/7208601758.pdf,,66318697
IDRP,53618,IDRP,Round,0.500,D,VS2,Very Good,Excellent,Excellent,None,GIA,2207563671,18-60-371,2640.0000,-0.4000,1320.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/8/1/2207563671.pdf,,66318700
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.320,D,SI2,Excellent,Excellent,Excellent,None,GIA,1189165569,CC6774,1258.0000,-0.3710,402.5600,,,,,Belgium,http://88.85.90.134/disimage/cert/CC6774.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=CC6774,61030921
SUPERGEMS NV,21343,Supergem,Round,0.780,H,VS1,Excellent,Excellent,Excellent,None,GIA,2161407197,100080121,,,,3510.0000,-0.2200,2737.8000,,Belgium,http://www.supergemsgroup.com/certificates/100080121.jpg,http://www.supergemsgroup.com/diamondphoto/100080121-P.jpg,55768561
SUPERGEMS NV,21343,Supergem,Round,1.250,D,IF,Excellent,Excellent,Excellent,Faint,GIA,2126944766,170004005,,,,12312.0000,-0.4300,15390.0000,,Belgium,http://www.supergemsgroup.com/certificates/170004005.jpg,http://www.supergemsgroup.com/diamondphoto/170004005-P.jpg,50865920
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.640,M,VS1,Excellent,Excellent,Excellent,Strong,HRD,14036694004,60400,1224.0000,-0.3200,783.3600,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/11/4/14036694004.pdf,,57531703
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,D,SI1,Very Good,Excellent,Very Good,Medium,HRD,14036674002,57966,4020.0000,-0.4000,3618.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/11/4/14036674002.pdf,,57531705
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,1.000,D,VS1,Excellent,Excellent,Very Good,None,GIA,2161650291,43691,8470.0000,-0.3000,8470.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/10/15/2161650291.pdf,,57531706
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,2.000,I,IF,Very Good,Excellent,Very Good,None,HRD,14036464002,36166,6916.0000,-0.4800,13832.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2014/10/23/14036464002.pdf,,57267545
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.620,J,VS1,Excellent,Excellent,Very Good,None,IGI,151584248,90921,1750.0000,-0.3000,1085.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2015/3/25/151584248.pdf,,62592014
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.900,I,VS1,Very Good,Excellent,Very Good,None,HRD,15011268006,91137,3618.0000,-0.3300,3256.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/HRD/Certificates/2015/4/13/15011268006.pdf,,62759686
GEM IMPEX BVBA,31573,GEMIMPEX,Round,1.010,E,VS2,Very Good,Excellent,Very Good,Faint,GIA,5126379014,,6170.0000,-0.3500,6231.7000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2011/8/3/5126379014.pdf,,48775412
SUPERGEMS NV,21343,Supergem,Other,0.570,J,VVS1,Very Good,Very Good,Very Good,None,NONE,,170005468,,,,840.0000,-0.6000,478.8000,,Belgium,,,55471295
SUPERGEMS NV,21343,Supergem,Other,0.820,E,SI3,Very Good,Very Good,Very Good,None,NONE,,170005469,,,,644.0000,-0.7700,528.0800,,Belgium,,,55471296
SUPERGEMS NV,21343,Supergem,Other,1.100,E,SI3,Very Good,Very Good,Very Good,Medium,NONE,,170005470,,,,1935.0000,-0.5500,2128.5000,,Belgium,,,55471305
SUPERGEMS NV,21343,Supergem,Other,2.880,J,VS1,Very Good,Very Good,Very Good,None,NONE,,170005473,,,,3432.0000,-0.4800,9884.1600,,Belgium,,http://www.supergemsgroup.com/diamondphoto/170005473-P.jpg,55471307
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,I,VVS1,Excellent,Very Good,Excellent,None,GIA,6211409455,150179,1280.0000,-0.3600,396.8000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/6211409455.pdf,,68914013
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.310,I,VVS1,Excellent,Excellent,Excellent,None,GIA,6212408446,150177,1320.0000,-0.3400,409.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/6212408446.pdf,,68914015
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.320,I,VVS1,Excellent,Excellent,Excellent,None,GIA,3215408443,150180,1320.0000,-0.3400,422.4000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/3215408443.pdf,,68914020
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.320,I,VVS1,Excellent,Excellent,Very Good,None,GIA,2216408397,150176,1280.0000,-0.3600,409.6000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/2216408397.pdf,,68914021
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.320,I,VVS2,Excellent,Very Good,Excellent,None,GIA,2217408409,150185,1216.0000,-0.3600,389.1200,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/2217408409.pdf,,68914022
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.330,I,VVS1,Excellent,Very Good,Very Good,None,GIA,7212408433,150181,1280.0000,-0.3600,422.4000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/7212408433.pdf,,68914026
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.350,I,VVS1,Excellent,Excellent,Very Good,None,GIA,7212408552,150182,1280.0000,-0.3600,448.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/12/28/7212408552.pdf,,68914032
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.330,E,VVS1,Excellent,Very Good,Very Good,None,GIA,7193495181,150122,1836.0000,-0.3200,605.8800,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/3/13/7193495181.pdf,,68963157
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,M,VS2,Excellent,Excellent,Excellent,Slight,IGI,130428274,60442,1323.0000,-0.3700,926.1000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/IGI/Certificates/2014/10/29/130428274.pdf,,57566915
Millenium Star Bvba,81197,MILL,Round,0.500,D,SI1,Very Good,Excellent,Excellent,None,GIA,1189944393,,2520.0000,-0.3000,1260.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2014/12/6/1189944393.pdf,,65618087
Millenium Star Bvba,81197,MILL,Round,0.500,G,VVS2,Very Good,Excellent,Very Good,None,GIA,2194528513,,2940.0000,-0.3000,1470.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/3/27/2194528513.pdf,,65618098
Millenium Star Bvba,81197,MILL,Round,0.510,D,SI2,Very Good,Very Good,Very Good,Faint,GIA,2165619309,,2100.0000,-0.3000,1071.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2014/9/30/2165619309.pdf,,65618108
Millenium Star Bvba,81197,MILL,Round,0.700,E,SI2,Very Good,Excellent,Excellent,None,GIA,2156810215,,2730.0000,-0.3000,1911.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2013/9/27/2156810215.pdf,,65618120
Millenium Star Bvba,81197,MILL,Round,0.700,F,SI1,Very Good,Excellent,Excellent,None,GIA,2176937357,,3150.0000,-0.3000,2205.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2014/8/22/2176937357.pdf,,65618130
Millenium Star Bvba,81197,MILL,Round,0.710,E,SI2,Very Good,Excellent,Excellent,None,GIA,2156438512,,2730.0000,-0.3000,1938.3000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2013/7/2/2156438512.pdf,,65618136
Millenium Star Bvba,81197,MILL,Round,0.900,F,VVS2,Excellent,Excellent,Very Good,None,GIA,3205309779,,6000.0000,-0.2500,5400.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2015/7/16/3205309779.pdf,,65618148
GEM IMPEX BVBA,31573,GEMIMPEX,Round,1.500,D,VS2,Excellent,Excellent,Excellent,Faint,GIA,6155409556,,9260.0000,-0.3610,13890.0000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/gia/Certificates/2013/6/21/6155409556.pdf,,48092343
SUPERGEMS NV,21343,Supergem,Round,1.060,F,VS1,Excellent,Excellent,Excellent,Faint,GIA,5196971552,100098509,,,,7154.0000,-0.2700,7583.2400,,Belgium,http://www.supergemsgroup.com/certificates/100098509.jpg,http://www.supergemsgroup.com/diamondphoto/100098509-P.jpg,63549154
SUPERGEMS NV,21343,Supergem,Round,1.510,M,VS1,Very Good,Excellent,Very Good,None,HRD,15/009/911/001,300000333,,,,2310.0000,-0.4500,3488.1000,,Belgium,http://www.supergemsgroup.com/certificates/300000333.jpg,,63549171
SUPERGEMS NV,21343,Supergem,Round,2.050,L,IF,Very Good,Excellent,Excellent,None,HRD,15/015/423/003,300000332,,,,4264.0000,-0.4800,8741.2000,,Belgium,http://www.supergemsgroup.com/certificates/300000332.jpg,,63549181
SUPERGEMS NV,21343,Supergem,Round,3.510,H,VVS1,Excellent,Excellent,Excellent,None,GIA,3195462241,300000290,,,,17595.0000,-0.3100,61758.4500,,Belgium,http://www.supergemsgroup.com/certificates/300000290.jpg,,63549197
SUPERGEMS NV,21343,Supergem,Round,1.410,D,VVS2,Excellent,Excellent,Excellent,None,GIA,2206888962,100108392,,,,12136.0000,-0.1800,17111.7600,,Belgium,http://www.supergemsgroup.com/certificates/100108392.jpg,http://www.supergemsgroup.com/diamondphoto/100108392-P.jpg,66737793
SUPERGEMS NV,21343,Supergem,Round,1.500,G,SI1,Excellent,Excellent,Excellent,None,GIA,5206885647,100108297,,,,6745.0000,-0.2900,10117.5000,,Belgium,http://www.supergemsgroup.com/certificates/100108297.jpg,http://www.supergemsgroup.com/diamondphoto/100108297-P.jpg,66737794
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.560,H,VVS1,Excellent,Excellent,Excellent,None,IGI,175573862,127596,2560.0000,-0.3600,1433.6000,,,,,Belgium,,,66454162
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.700,I,VVS1,Excellent,Excellent,Excellent,None,IGI,175572468,127897,2640.0000,-0.4000,1848.0000,,,,,Belgium,,,66454170
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.810,H,VVS2,Very Good,Excellent,Excellent,None,IGI,175573834,127929,3264.0000,-0.3200,2643.8400,,,,,Belgium,,,66454181
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.810,I,VS2,Excellent,Excellent,Excellent,Very Slight,IGI,175573784,128001,2516.0000,-0.3200,2037.9600,,,,,Belgium,,,66454182
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,2.020,H,VVS1,Excellent,Excellent,Excellent,None,GIA,5172243522,119819,11760.0000,-0.3000,23755.2000,,,,,Belgium,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2015/9/18/5172243522.pdf,,66454195
SUPERGEMS NV,21343,Supergem,Round,0.900,E,SI1,Excellent,Excellent,Excellent,None,GIA,2196332822,100089874,,,,4536.0000,-0.2800,4082.4000,,Belgium,http://www.supergemsgroup.com/certificates/100089874.jpg,http://www.supergemsgroup.com/diamondphoto/100089874-P.jpg,60768961
SUPERGEMS NV,21343,Supergem,Round,1.500,E,SI2,Excellent,Excellent,Excellent,Slight,HRD,14044351002,100090366,,,,4590.0000,-0.4600,6885.0000,,Belgium,http://www.supergemsgroup.com/certificates/100090366.jpg,http://www.supergemsgroup.com/diamondphoto/100090366-P.jpg,60769002
DIAMANTAIRE Bvba,74426,DMTAIRE,Round,0.400,D,VS2,Excellent,Very Good,Very Good,None,GIA,5161572727,CC7899,1828.0000,-0.3900,731.2000,,,,,Belgium,http://88.85.90.134/disimage/cert/CC7899.PDF,http://88.85.90.134/dnadetails/dna.aspx?id=CC7899,61030982
SUPERGEMS NV,21343,Supergem,Heart,1.230,H,SI2,Very Good,Very Good,Very Good,Slight,NONE,,170005480,,,,3450.0000,-0.2500,4243.5000,,Belgium,,,55471274
SUPERGEMS NV,21343,Supergem,Heart,1.260,D,SI3,Very Good,Very Good,Very Good,None,NONE,,170005479,,,,3375.0000,-0.2500,4252.5000,,Belgium,,,55471275
SUPERGEMS NV,21343,Supergem,Heart,1.540,G,SI3,Very Good,Very Good,Very Good,None,NONE,,170005482,,,,3500.0000,-0.3000,5390.0000,,Belgium,,,55471276
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,D,VS1,Very Good,Very Good,Excellent,None,HRD,14019987005,36091,1872.0000,-0.2800,561.6000,,,,,Belgium,,,54646865
GUTFREUND DIAMONDS bvba,94056,GUTFRUND,Round,0.300,E,VS1,Very Good,Excellent,Excellent,None,HRD,14019987007,36096,1728.0000,-0.2800,518.4000,,,,,Belgium,,,54646866
N. Shah & CO BVBA,68402,N. Shah,Round,0.700,F,SI2,Very Good,Very Good,Good,None,HRD,9020419006,9020419006,2035.0000,-0.4500,1424.5000,,,,,Belgium,,,31127788
SUPERGEMS NV,21343,Supergem,Round,0.700,K,SI2,Excellent,Excellent,Excellent,Medium,GIA,2226035695,500002014,,,,1254.0000,-0.4300,877.8000,,Belgium,http://www.supergemsgroup.com/certificates/500002014.jpg,http://www.supergemsgroup.com/diamondphoto/500002014-P.jpg,70347665
N. Shah & CO BVBA,68402,N. Shah,Round,1.320,L,SI1,Good,Good,Good,,HRD,717272007,717272007,1900.0000,-0.5000,2508.0000,,,,,Belgium,,,70034842
SUPERGEMS NV,21343,Supergem,Round,0.300,E,VS1,Excellent,Excellent,Excellent,None,GIA,6211448090,350000580,,,,1752.0000,-0.2700,525.6000,,Belgium,http://www.supergemsgroup.com/certificates/350000580.jpg,http://www.supergemsgroup.com/diamondphoto/350000580-P.jpg,68764570
SUPERGEMS NV,21343,Supergem,Round,0.320,G,VVS1,Excellent,Excellent,Excellent,None,GIA,1208452795,350000553,,,,1728.0000,-0.2800,552.9600,,Belgium,http://www.supergemsgroup.com/certificates/350000553.jpg,http://www.supergemsgroup.com/diamondphoto/350000553-P.jpg,68764594
